"AccountScore","Account Id","BillingState","CloseDate","Division","Industry","Ownership","Rating","StartDate","Type","CLV"
"E",44304,"Texas","2014-07-02","Standard Materials","Hospitality","Public","Hot","2014-05-29","Customer",19640
"B",2418,"Texas","2015-06-06","Compliance","Banking","Public","Hot","2015-03-13","Customer",16220
"G",42382,"California","2014-02-22","Standard Materials","Hospitality","Public","Hot","2014-01-30","Customer",19640
"I",42020,"California","2014-04-01","Standard Materials","Retail","Public","Cold","2014-02-28","Customer",20160
"B",8065,"Texas","2015-05-31","Mapping","Manufacturing","Private","Cold","2015-03-27","Customer",15700
"B",17384,"Texas","2014-10-10","Ground Vehicle","Hospitality","Private","Cold","2014-08-04","Customer",19200
"D",43396,"Boston","2014-12-02","Standard Materials","Banking","Public","Cold","2014-10-29","Customer",19160
"I",14063,"California","2015-10-07","Ground Vehicle","Retail","Private","Cold","2015-07-27","Customer",19200
"B",6338,"Texas","2014-09-28","Standard Mounts","Retail","Private","Hot","2014-07-18","Competitor",20200
"B",17238,"Texas","2015-01-25","Ground Vehicle","Hospitality","Private","Cold","2014-11-09","Customer",19200
"E",21718,"Texas","2014-12-21","Engine Parts","Consulting","Public","Cold","2014-11-19","Partner",20640
"G",7280,"Texas","2016-01-18","Mapping","Consulting","Private","Hot","2015-11-08","Consulting",22060
"B",8835,"California","2015-02-04","Ground Vehicle","Technology","Private","Hot","2014-11-25","Customer",21200
"B",375,"Texas","2015-03-07","Naval","Consulting","Private","Hot","2014-12-17","Customer",15180
"J",1969,"New York","2014-11-14","Compliance","Apparel","Public","Hot","2014-09-26","Customer",20640
"B",52495,"Texas","2014-11-01","Raw Materials","Biotechnology","Public","Hot","2014-08-08","Competitor",19120
"E",41317,"Texas","2014-09-22","Standard Materials","Consulting","Public","Cold","2014-08-18","Partner",19160
"A",10325,"California","2014-11-07","Ground Vehicle","Hospitality","Private","Hot","2014-09-06","Customer",18680
"B",6729,"Texas","2015-10-12","Mapping","Consulting","Private","Hot","2015-07-18","Customer",44911
"G",21451,"California","2014-04-01","Engine Parts","Hospitality","Public","Warm","2014-03-03","Customer",22160
"A",15189,"Boston","2014-10-13","Ground Vehicle","Banking","Private","Cold","2014-08-19","Customer",19200
"A",14287,"California","2016-02-28","Ground Vehicle","Retail","Public","Cold","2015-12-24","Customer",20200
"B",49290,"Texas","2016-01-25","Standard Hardware","Shipping","Public","Hot","2015-11-12","Customer",8230
"K",10401,"New York","2014-12-26","Ground Vehicle","Hospitality","Public","Warm","2014-10-21","Customer",19200
"G",21547,"Boston","2014-12-14","Engine Parts","Manufacturing","Public","Hot","2014-11-04","Customer",21640
"K",1405,"Texas","2015-06-01","Compliance","Consulting","Private","Hot","2015-04-14","Customer",19640
"A",6210,"California","2014-08-03","Standard Mounts","Apparel","Private","Hot","2014-06-09","Customer",19200
"B",3377,"California","2014-06-23","Compliance","Technology","Private","Hot","2014-04-15","Competitor",18640
"B",11773,"California","2015-11-01","Ground Vehicle","Retail","Private","Cold","2015-09-11","Customer",18680
"B",49466,"Texas","2015-12-12","Standard Hardware","Retail","Public","Warm","2015-09-17","Partner",17230
"A",9125,"Texas","2014-04-02","Ground Vehicle","Apparel","Public","Hot","2014-02-04","Customer",25200
"B",17091,"Texas","2015-07-12","Ground Vehicle","Consulting","Private","Cold","2015-04-29","Customer",19200
"E",22409,"California","2015-09-21","Engine Parts","Hospitality","Public","Warm","2015-08-16","Customer",20640
"C",54263,"Texas","2014-01-30","Navigation","Shipping","Public","Cold","2014-01-04","Customer",19640
"C",40953,"New York","2014-09-05","Standard Materials","Apparel","Public","Hot","2014-08-06","Customer",19160
"F",48949,"New York","2015-05-20","Standard Hardware","Shipping","Private","Cold","2015-03-30","Customer",9230
"B",4116,"Texas","2015-10-26","Compliance","Shipping","Private","Warm","2015-08-15","Customer",17640
"F",13497,"New York","2014-04-18","Ground Vehicle","Apparel","Public","Cold","2014-02-16","Customer",18680
"B",14771,"Texas","2014-04-23","Ground Vehicle","Hospitality","Private","Warm","2014-02-14","Customer",19200
"B",12666,"Boston","2014-06-19","Ground Vehicle","Banking","Private","Hot","2014-04-17","Customer",24200
"F",15688,"Texas","2015-01-16","Ground Vehicle","Shipping","Private","Warm","2014-11-03","Customer",19200
"B",19282,"Texas","2015-09-30","Miniaturized Parts","Manufacturing","Private","Hot","2015-07-05","Customer",19890
"D",42120,"California","2015-06-27","Standard Materials","Retail","Public","Cold","2015-05-22","Customer",19160
"C",21941,"Boston","2014-08-29","Engine Parts","Shipping","Public","Cold","2014-07-25","Customer",21160
"D",44348,"Texas","2014-04-06","Standard Materials","Banking","Public","Cold","2014-03-07","Customer",19160
"B",7414,"Texas","2015-05-22","Mapping","Banking","Private","Hot","2015-02-27","Customer",20700
"A",7272,"Texas","2015-12-02","Mapping","Consulting","Public","Cold","2015-10-08","Consulting",19060
"B",49737,"Texas","2015-08-04","Standard Hardware","Shipping","Private","Cold","2015-05-07","Customer",18230
"E",9108,"New York","2015-10-03","Ground Vehicle","Apparel","Private","Hot","2015-07-23","Customer",20200
"C",1963,"New York","2015-06-20","Compliance","Apparel","Private","Hot","2015-04-29","Customer",19640
"B",49846,"Texas","2016-03-18","Standard Hardware","Shipping","Private","Cold","2015-12-26","Customer",19230
"A",17824,"Texas","2015-10-30","Ground Vehicle","Banking","Public","Warm","2015-08-28","Consulting",19200
"F",1202,"New York","2015-05-26","Compliance","Shipping","Private","Hot","2015-04-14","Consulting",18220
"A",24521,"California","2015-01-06","Frames","Technology","Private","Hot","2014-11-03","Competitor",20330
"B",10000,"California","2015-03-20","Ground Vehicle","Hospitality","Public","Warm","2015-01-11","Customer",21200
"F",15575,"Texas","2015-07-27","Ground Vehicle","Manufacturing","Private","Warm","2015-05-07","Customer",18680
"C",17805,"Texas","2014-08-10","Ground Vehicle","Banking","Private","Cold","2014-06-15","Customer",19200
"A",43538,"Boston","2015-09-13","Standard Materials","Manufacturing","Public","Cold","2015-08-07","Customer",19160
"A",48379,"California","2015-03-04","Standard Hardware","Apparel","Private","Hot","2015-01-07","Partner",10230
"A",24516,"New York","2015-12-06","Frames","Technology","Private","Hot","2015-10-18","Competitor",20330
"A",54389,"Boston","2015-01-06","Navigation","Manufacturing","Public","Hot","2014-12-06","Customer",19640
"D",844,"New York","2015-11-16","Naval","Retail","Public","Hot","2015-10-05","Competitor",18180
"C",15276,"Texas","2015-06-29","Ground Vehicle","Banking","Public","Cold","2015-04-24","Customer",19200
"A",11381,"California","2015-12-23","Ground Vehicle","Apparel","Private","Hot","2015-11-02","Customer",19200
"B",50487,"Texas","2015-07-20","Standard Hardware","Shipping","Public","Warm","2015-05-16","Customer",20230
"B",24689,"New York","2016-02-14","Frames","Banking","Private","Hot","2015-12-24","Competitor",19680
"A",42454,"Texas","2015-10-31","Standard Materials","Banking","Public","Cold","2015-10-09","Customer",20160
"C",24417,"New York","2015-12-31","Frames","Banking","Public","Warm","2015-11-08","Consulting",18680
"B",1819,"Texas","2015-09-19","Compliance","Technology","Private","Warm","2015-06-23","Consulting",20640
"I",43894,"Texas","2014-02-12","Standard Materials","Retail","Public","Cold","2014-01-17","Customer",20160
"E",43728,"New York","2015-06-14","Standard Materials","Apparel","Public","Cold","2015-05-05","Customer",18160
"A",19084,"New York","2015-11-08","Miniaturized Parts","Apparel","Public","Hot","2015-10-03","Competitor",17890
"B",12932,"Boston","2015-05-25","Ground Vehicle","Banking","Private","Cold","2015-03-03","Customer",19200
"K",7856,"Texas","2014-06-19","Mapping","Hospitality","Private","Cold","2014-05-04","Customer",19700
"D",43447,"New York","2015-02-19","Standard Materials","Banking","Public","Cold","2015-01-12","Customer",19160
"D",19003,"California","2015-01-05","Miniaturized Parts","Technology","Public","Hot","2014-11-05","Competitor",26890
"E",9938,"California","2015-05-22","Ground Vehicle","Hospitality","Private","Cold","2015-03-24","Customer",19200
"F",9138,"Texas","2015-08-16","Ground Vehicle","Apparel","Private","Hot","2015-06-03","Customer",19200
"A",53843,"Texas","2015-10-12","Navigation","Consulting","Public","Cold","2015-09-19","Customer",19640
"M",9194,"New York","2015-11-18","Ground Vehicle","Shipping","Public","Hot","2015-10-01","Customer",21680
"F",11893,"Texas","2014-04-11","Ground Vehicle","Consulting","Public","Cold","2014-01-17","Customer",19200
"C",3064,"Boston","2014-09-29","Compliance","Hospitality","Private","Warm","2014-07-30","Customer",20640
"F",12295,"Texas","2015-12-28","Ground Vehicle","Hospitality","Private","Cold","2015-10-20","Customer",19200
"E",11984,"Texas","2015-08-25","Ground Vehicle","Consulting","Private","Cold","2015-07-02","Customer",19200
"B",19157,"Texas","2015-12-28","Miniaturized Parts","Consulting","Public","Hot","2015-10-01","Competitor",27890
"F",2521,"Texas","2015-03-06","Compliance","Shipping","Public","Hot","2014-12-29","Customer",20640
"F",12517,"Texas","2016-02-05","Ground Vehicle","Hospitality","Private","Warm","2015-11-28","Customer",19200
"B",1921,"Texas","2015-05-24","Compliance","Biotechnology","Public","Hot","2015-03-18","Customer",35640
"F",12486,"New York","2014-11-23","Ground Vehicle","Hospitality","Public","Warm","2014-09-13","Customer",19200
"D",24737,"Texas","2014-04-05","Frames","Banking","Private","Hot","2014-02-13","Customer",18680
"B",12180,"Texas","2015-06-24","Ground Vehicle","Hospitality","Public","Cold","2015-04-11","Customer",19200
"D",13289,"Texas","2014-03-19","Ground Vehicle","Technology","Private","Hot","2014-01-22","Customer",19200
"I",24008,"New York","2015-07-22","Frames","Retail","Private","Hot","2015-06-11","Customer",20330
"G",21266,"Texas","2014-12-23","Engine Parts","Apparel","Public","Hot","2014-11-10","Customer",19640
"B",14410,"Texas","2014-09-13","Ground Vehicle","Consulting","Public","Warm","2014-07-01","Consulting",19200
"F",18746,"Texas","2014-09-17","Miniaturized Parts","Apparel","Private","Hot","2014-07-07","Customer",22890
"M",49287,"New York","2015-07-10","Standard Hardware","Shipping","Public","Hot","2015-04-14","Customer",10230
"G",15030,"California","2015-07-17","Ground Vehicle","Hospitality","Private","Hot","2015-06-09","Competitor",20680
"C",9937,"Texas","2014-12-08","Ground Vehicle","Hospitality","Private","Warm","2014-10-26","Customer",21200
"F",2487,"Texas","2014-05-26","Compliance","Shipping","Public","Hot","2014-03-03","Customer",19640
"B",2730,"New York","2014-05-07","Compliance","Apparel","Public","Hot","2014-02-20","Competitor",21640
"D",22011,"Texas","2015-02-04","Engine Parts","Retail","Public","Cold","2015-01-04","Customer",20640
"E",14821,"Texas","2014-10-06","Ground Vehicle","Hospitality","Private","Cold","2014-08-06","Customer",19200
"B",11743,"California","2014-11-08","Ground Vehicle","Retail","Private","Cold","2014-09-11","Customer",19200
"G",3585,"California","2015-02-05","Compliance","Retail","Private","Hot","2014-12-20","Competitor",19640
"B",13085,"Texas","2015-07-12","Ground Vehicle","Shipping","Private","Warm","2015-04-24","Customer",19200
"K",11710,"California","2014-09-17","Ground Vehicle","Retail","Private","Warm","2014-07-13","Consulting",19200
"E",23936,"New York","2015-09-11","Frames","Apparel","Private","Hot","2015-07-29","Customer",20680
"M",50705,"Texas","2014-11-16","Standard Hardware","Shipping","Private","Hot","2014-09-16","Customer",34230
"G",14138,"California","2015-03-26","Ground Vehicle","Retail","Public","Cold","2015-01-25","Customer",18680
"G",50806,"California","2015-09-21","Standard Hardware","Retail","Private","Warm","2015-08-28","Consulting",33230
"D",42064,"Texas","2014-05-15","Standard Materials","Retail","Public","Cold","2014-04-04","Customer",18160
"F",15952,"Texas","2015-09-16","Ground Vehicle","Apparel","Private","Hot","2015-07-12","Consulting",19200
"B",49874,"Texas","2015-07-09","Standard Hardware","Apparel","Private","Cold","2015-05-02","Partner",24230
"C",16524,"New York","2014-10-01","Ground Vehicle","Retail","Public","Cold","2014-08-05","Customer",19200
"C",18612,"Texas","2014-08-16","Miniaturized Parts","Manufacturing","Public","Hot","2014-07-02","Customer",17890
"G",1688,"Boston","2016-01-08","Compliance","Manufacturing","Private","Hot","2015-10-16","Customer",24220
"G",3877,"California","2015-08-08","Compliance","Hospitality","Private","Hot","2015-06-09","Customer",21640
"F",50645,"Texas","2015-07-07","Standard Hardware","Apparel","Private","Warm","2015-04-19","Partner",15230
"B",8060,"Texas","2014-08-30","Mapping","Manufacturing","Public","Hot","2014-06-01","Customer",24700
"B",15590,"Texas","2015-03-23","Ground Vehicle","Manufacturing","Public","Warm","2015-01-08","Customer",19200
"I",5926,"Boston","2014-12-10","Standard Mounts","Retail","Private","Warm","2014-10-12","Consulting",19200
"F",12595,"California","2014-06-20","Ground Vehicle","Hospitality","Public","Warm","2014-03-31","Customer",19200
"A",18153,"Boston","2014-05-28","Ground Vehicle","Manufacturing","Private","Cold","2014-04-12","Customer",19200
"A",43817,"New York","2014-08-20","Standard Materials","Apparel","Public","Hot","2014-07-26","Competitor",20160
"E",10253,"California","2015-08-16","Ground Vehicle","Hospitality","Private","Warm","2015-06-26","Customer",19200
"F",9,"New York","2015-03-19","Naval","Technology","Public","Hot","2014-12-28","Customer",18180
"B",11674,"California","2015-06-12","Ground Vehicle","Retail","Public","Cold","2015-03-20","Customer",19680
"G",22199,"Texas","2014-12-24","Engine Parts","Biotechnology","Public","Hot","2014-12-07","Competitor",30640
"F",13756,"California","2014-10-27","Ground Vehicle","Apparel","Private","Hot","2014-08-19","Customer",19200
"F",7945,"New York","2014-04-02","Mapping","Hospitality","Public","Hot","2014-01-15","Competitor",23700
"B",51255,"Texas","2014-11-13","Standard Hardware","Shipping","Public","Cold","2014-09-06","Customer",21230
"B",9002,"New York","2015-05-26","Ground Vehicle","Apparel","Public","Hot","2015-03-21","Customer",19200
"D",41107,"Texas","2015-09-30","Standard Materials","Retail","Public","Cold","2015-08-24","Customer",19640
"A",40863,"Texas","2015-03-07","Standard Materials","Apparel","Public","Cold","2015-02-08","Customer",19160
"C",2352,"Texas","2015-05-30","Compliance","Banking","Private","Warm","2015-04-12","Consulting",19640
"D",17856,"New York","2014-08-19","Ground Vehicle","Banking","Private","Hot","2014-06-16","Competitor",19680
"K",9735,"California","2015-11-13","Ground Vehicle","Consulting","Private","Cold","2015-09-12","Customer",20200
"B",50204,"California","2015-01-29","Standard Hardware","Retail","Public","Cold","2014-11-22","Consulting",12230
"B",879,"Texas","2015-07-05","Naval","Consulting","Public","Hot","2015-04-15","Customer",16180
"G",7922,"Texas","2015-01-01","Mapping","Hospitality","Public","Hot","2014-12-04","Customer",18060
"B",24973,"Texas","2015-08-21","Frames","Shipping","Private","Hot","2015-06-18","Competitor",19680
"A",41618,"Boston","2015-04-23","Standard Materials","Manufacturing","Public","Hot","2015-03-20","Reseller",22160
"E",44248,"Texas","2015-11-27","Standard Materials","Hospitality","Public","Cold","2015-10-22","Customer",19160
