Product,Region,Vertical,Close Date,Distributor,Discount Level,Margin
Ball Bearings,Japan,Retail,4/1/15,Nisizu,Gold,7
Wheel Bearings,Japan,Retail,4/1/15,BDINC,Silver,40
Alternators,Japan,Retail,7/1/15,BDINC,Gold,1
Wheel Bearings,United Kingdom,Manufacturing,10/1/15,Nokemi,Gold,1
Brakes,United Kingdom,Manufacturing,4/1/15,DIMAGO,Gold,0
Brakes,United Kingdom,Manufacturing,7/1/15,DIMAGO,Silver,11
Wheel Bearings,Japan,Insurance,1/1/15,Nokemi,Gold,106
Wheel Bearings,Japan,Insurance,4/1/15,Nokemi,Silver,95
Wheel Bearings,Japan,Insurance,7/1/15,Nokemi,Gold,106
Wheel Bearings,United Kingdom,High Tech,10/1/15,Nokemi,Gold,14
Rotor Screws,Germany,Public Sector,7/1/15,Nisizu,Gold,37
Ball Bearings,Germany,Manufacturing,10/1/15,Nisizu,Gold,17
Lift Supports,Germany,Automotive,1/1/15,Nokemi,Gold,9
Belt drives,Germany,Automotive,1/1/15,Nisizu,Gold,110
Alternators,Japan,High Tech,4/1/15,Nokemi,Gold,4
Clutches,Japan,High Tech,4/1/15,Nisizu,Gold,79
Wheel Bearings,Middle East,Defense,7/1/15,Nokemi,Gold,1
Clutches,Middle East,Defense,10/1/15,Nokemi,Gold,38
Clutches,Middle East,Defense,7/1/15,Nisizu,Gold,0
Ball Bearings,Italy,Utilities,10/1/15,Nisizu,Gold,88
Lift Supports,Italy,Utilities,1/1/15,Nisizu,Silver,71
Ball Bearings,Italy,Utilities,4/1/15,Nisizu,Gold,109
Ball Bearings,Germany,Manufacturing,7/1/15,Nisizu,Gold,78
Ball Bearings,Germany,Manufacturing,10/1/15,Nisizu,Silver,17
Wheel Bearings,France,Retail,10/1/15,DIMAGO,Gold,119
Brakes,France,Retail,1/1/15,Nokemi,Silver,4
Brakes,France,Retail,4/1/15,Nokemi,Silver,29
Alternators,Japan,Manufacturing,7/1/15,Nokemi,Gold,1
Brake Pads,South East Asia,Automotive,1/1/15,Nisizu,Gold,7
Wheel Bearings,South East Asia,Automotive,10/1/15,Nokemi,Silver,21
Belt drives,Germany,Industrial Machinery and Components,4/1/15,Nisizu,Gold,88
Ball Bearings,Germany,Chemicals,7/1/15,Nisizu,Gold,8
Alternators,Africa,Public Sector,10/1/15,Nisizu,Gold,6
Wheel Bearings,Africa,Public Sector,1/1/15,Nisizu,Silver,93
Planetary Gears,Africa,Public Sector,4/1/15,Nisizu,Gold,109
Lift Supports,Africa,Public Sector,1/1/15,Nokemi,Gold,11
Wheel Bearings,Africa,Public Sector,7/1/15,Nisizu,Gold,1
Wiper Gears,Africa,Public Sector,10/1/15,Nisizu,Gold,13
Hybrid Motors,Africa,Public Sector,4/1/15,Nokemi,Gold,7
Ball Bearings,Germany,Media,1/1/15,BERLIN & DRIVE,Gold,8
Hybrid Motors,Germany,Media,1/1/15,DIMAGO,Silver,5
Wheel Bearings,Germany,Media,7/1/15,Nokemi,Gold,108
Clutches,Germany,Media,10/1/15,Nokemi,Silver,92
Rotor Screws,Latin America,Retail,1/1/15,Nisizu,Gold,14
Rotor Screws,Latin America,Retail,4/1/15,Nisizu,Silver,0
Rotor Screws,Latin America,Retail,7/1/15,Nisizu,Silver,115
Wheel Bearings,United Kingdom,Consumer Products,1/1/15,Nokemi,Gold,18
Belt drives,Latin America,Manufacturing,10/1/15,Nisizu,Gold,102
Ball Bearings,South East Asia,Manufacturing,1/1/15,Nisizu,Gold,12
Brakes,Germany,Wholesale Distribution,4/1/15,BERLIN & DRIVE,Gold,1
Ball Bearings,Germany,Wholesale Distribution,7/1/15,BERLIN & DRIVE,Gold,9
Clutches,Germany,Wholesale Distribution,10/1/15,BERLIN & DRIVE,Silver,3
Planetary Gears,Germany,Wholesale Distribution,1/1/15,BERLIN & DRIVE,Gold,4
Brakes,Germany,Wholesale Distribution,4/1/15,BERLIN & DRIVE,Silver,1
Ball Bearings,Germany,Wholesale Distribution,7/1/15,BERLIN & DRIVE,Silver,3
Clutches,Germany,Wholesale Distribution,10/1/15,BERLIN & DRIVE,Silver,11
Planetary Gears,Germany,Wholesale Distribution,1/1/15,BERLIN & DRIVE,Silver,1
Brakes,Germany,Wholesale Distribution,4/1/15,BERLIN & DRIVE,Gold,110
Ball Bearings,Germany,Wholesale Distribution,7/1/15,BERLIN & DRIVE,Silver,138
Clutches,Germany,Wholesale Distribution,10/1/15,BERLIN & DRIVE,Gold,99
Planetary Gears,Germany,Wholesale Distribution,1/1/15,BERLIN & DRIVE,Gold,103
Brakes,Germany,Wholesale Distribution,4/1/15,BERLIN & DRIVE,Gold,24
Ball Bearings,Germany,Wholesale Distribution,7/1/15,BERLIN & DRIVE,Gold,2
Clutches,Germany,Wholesale Distribution,10/1/15,BERLIN & DRIVE,Gold,6
Planetary Gears,Germany,Wholesale Distribution,1/1/15,BERLIN & DRIVE,Gold,13
Ball Bearings,Germany,Wholesale Distribution,4/1/15,Nokemi,Gold,14
Ball Bearings,Germany,Wholesale Distribution,7/1/15,Nokemi,Gold,3
Clutches,Germany,Wholesale Distribution,10/1/15,Nokemi,Gold,12
Clutches,Germany,Media,4/1/15,Nisizu,Silver,12
Ball Bearings,Brazil,Public Sector,7/1/15,Nisizu,Gold,12
Ball Bearings,Brazil,Public Sector,10/1/15,Nisizu,Gold,92
Clutches,Germany,Public Sector,1/1/15,Nokemi,Gold,82
Belt drives,Germany,Public Sector,4/1/15,Nokemi,Gold,97
Belt drives,Germany,Public Sector,7/1/15,Nokemi,Silver,94
Belt drives,Germany,Public Sector,10/1/15,Nokemi,Silver,91
Wheel Bearings,France,Consumer Products,1/1/15,Nokemi,Gold,3
Brake Pads,France,Consumer Products,4/1/15,Nokemi,Gold,105
Ball Bearings,France,Consumer Products,7/1/15,Nokemi,Silver,0
Clutches,France,Consumer Products,10/1/15,Nokemi,Silver,2
Alternators,Japan,Consumer Products,1/1/15,Nokemi,Gold,27
Alternators,Africa,Public Sector,1/1/15,Nisizu,Gold,13
Clutches,Japan,Utilities,4/1/15,Nokemi,Silver,17
Ball Bearings,Western United States,Manufacturing,4/1/15,Nisizu,Gold,0
Wheel Bearings,Germany,Industrial Machinery and Components,7/1/15,Nokemi,Gold,121
Ball Bearings,Germany,Industrial Machinery and Components,10/1/15,Nokemi,Gold,94
Wheel Bearings,Latin America,Wholesale Distribution,10/1/15,BDINC,Silver,4
Rotor Screws,Latin America,Wholesale Distribution,1/1/15,BDINC,Silver,2
Clutches,Latin America,Wholesale Distribution,4/1/15,BDINC,Gold,29
Clutches,Germany,Manufacturing,7/1/15,Nisizu,Silver,126
Ball Bearings,Japan,High Tech,10/1/15,Nisizu,Gold,4
Hybrid Motors,Latin America,Consumer Products,1/1/15,Nisizu,Silver,115
Ball Bearings,Latin America,Consumer Products,4/1/15,Nisizu,Gold,87
Alternators,Latin America,Consumer Products,7/1/15,Nisizu,Silver,97
Wiper Gears,France,Life Sciences,4/1/15,DIMAGO,Gold,22
Clutches,France,Life Sciences,10/1/15,Nisizu,Gold,99
Wheel Bearings,Japan,Public Sector,1/1/15,Nokemi,Gold,91
Clutches,Germany,Life Sciences,7/1/15,BDINC,Gold,87
Brakes,Italy,Media,4/1/15,Nokemi,Gold,84
Planetary Gears,Italy,Media,1/1/15,Nisizu,Gold,5
Wheel Bearings,Latin America,Wholesale Distribution,4/1/15,Nisizu,Gold,15
Ball Bearings,Latin America,Wholesale Distribution,7/1/15,Nisizu,Gold,0
Wheel Bearings,Latin America,Wholesale Distribution,7/1/15,Nokemi,Gold,4
Ball Bearings,Latin America,Wholesale Distribution,10/1/15,Nokemi,Gold,28
Clutches,Germany,Heavy Engineering,1/1/15,Nokemi,Gold,15
Wheel Bearings,Japan,Consumer Products,10/1/15,Nisizu,Gold,114
Ball Bearings,Japan,Consumer Products,1/1/15,Nisizu,Gold,113
Ball Bearings,Africa,Public Sector,4/1/15,Nisizu,Gold,15
Clutches,Africa,Public Sector,7/1/15,Nisizu,Silver,13
Brakes,Africa,Public Sector,10/1/15,Nisizu,Gold,6
Lift Supports,Africa,Public Sector,1/1/15,Nisizu,Gold,17
Clutches,Africa,Public Sector,4/1/15,Nisizu,Silver,13
Brake Pads,Africa,Public Sector,4/1/15,Nokemi,Gold,2
Ball Bearings,Germany,High Tech,7/1/15,Nisizu,Silver,110
Belt drives,South East Asia,Trucking,7/1/15,Nokemi,Gold,10
Brake Pads,South East Asia,Trucking,10/1/15,Nisizu,Gold,6
Alternators,South East Asia,Trucking,10/1/15,Nokemi,Gold,5
Ball Bearings,South East Asia,Trucking,1/1/15,Nokemi,Gold,9
Wheel Bearings,Middle East,Manufacturing,4/1/15,Nokemi,Gold,7
Wheel Bearings,France,Media,7/1/15,Nokemi,Gold,9
Wheel Bearings,France,Media,10/1/15,Nokemi,Silver,3
Wheel Bearings,France,Media,1/1/15,Nokemi,Gold,15
Clutches,Latin America,Public Sector,4/1/15,Nokemi,Silver,79
Brake Pads,France,Consumer Products,1/1/15,Nisizu,Gold,20
Clutches,India,Industrial Machinery and Components,7/1/15,Nokemi,Silver,5
Wheel Bearings,France,Insurance,7/1/15,DIMAGO,Silver,1
Ball Bearings,Latin America,Utilities,10/1/15,BDINC,Gold,115
Planetary Gears,Latin America,Utilities,1/1/15,BDINC,Gold,109
Ball Bearings,Latin America,Utilities,10/1/15,Nokemi,Gold,81
Lift Supports,Latin America,Utilities,1/1/15,Nokemi,Gold,33
Lift Supports,Latin America,Utilities,4/1/15,BDINC,Silver,99
Ball Bearings,United Kingdom,Utilities,4/1/15,Nokemi,Gold,7
Planetary Gears,United Kingdom,Utilities,7/1/15,Nokemi,Silver,5
Planetary Gears,United Kingdom,Utilities,4/1/15,Nisizu,Gold,15
Hybrid Motors,United Kingdom,Manufacturing,10/1/15,Nokemi,Gold,16
Ball Bearings,United Kingdom,Manufacturing,7/1/15,Nisizu,Silver,30
Ball Bearings,United Kingdom,Manufacturing,1/1/15,Nokemi,Gold,20
Alternators,Middle East,Wholesale Distribution,4/1/15,BERLIN & DRIVE,Silver,22
Wheel Bearings,Middle East,Wholesale Distribution,10/1/15,Nisizu,Gold,8
Ball Bearings,Middle East,Wholesale Distribution,1/1/15,Nisizu,Gold,3
Planetary Gears,Italy,Public Sector,4/1/15,Nisizu,Silver,13
Brake Pads,Italy,Public Sector,7/1/15,Nisizu,Silver,7
Ball Bearings,Italy,Public Sector,10/1/15,Nisizu,Silver,15
Brakes,South East Asia,Media,4/1/15,Nokemi,Gold,0
Belt drives,South East Asia,Wholesale Distribution,1/1/15,Nisizu,Gold,9
Lift Supports,South East Asia,Consumer Products,7/1/15,Nokemi,Gold,2
Ball Bearings,South East Asia,Consumer Products,4/1/15,Nisizu,Gold,17
Alternators,South East Asia,Consumer Products,7/1/15,Nisizu,Gold,3
Belt drives,South East Asia,Consumer Products,10/1/15,Nisizu,Gold,0
Ball Bearings,South East Asia,Consumer Products,1/1/15,Nisizu,Gold,24
Alternators,Germany,Automotive,10/1/15,Nokemi,Silver,11
Brakes,France,Chemicals,1/1/15,Nokemi,Gold,7
Lift Supports,Brazil,Consumer Products,4/1/15,Nokemi,Silver,0
Lift Supports,Brazil,Consumer Products,7/1/15,Nokemi,Gold,92
Lift Supports,Brazil,Consumer Products,10/1/15,Nokemi,Gold,10
Alternators,Japan,Manufacturing,4/1/15,Nisizu,Gold,9
Ball Bearings,Japan,Manufacturing,1/1/15,Nokemi,Gold,5
Rotor Screws,South East Asia,Retail,7/1/15,Nisizu,Silver,107
Clutches,South East Asia,Retail,10/1/15,Nisizu,Gold,128
Wheel Bearings,Japan,Media,4/1/15,Nokemi,Silver,7
Brake Pads,Germany,Healthcare,1/1/15,Nisizu,Gold,22
Wheel Bearings,United Kingdom,Trucking,7/1/15,Nokemi,Gold,1
Ball Bearings,United Kingdom,Trucking,4/1/15,Nisizu,Silver,103
Lift Supports,United Kingdom,Trucking,10/1/15,Nokemi,Silver,6
Alternators,Japan,Defense,7/1/15,Nisizu,Gold,17
Wheel Bearings,Japan,Banking,1/1/15,Nokemi,Gold,96
Planetary Gears,India,Consumer Products,10/1/15,Nisizu,Gold,96
Planetary Gears,India,Consumer Products,4/1/15,Nokemi,Silver,29
Brakes,Germany,Banking,7/1/15,Nokemi,Gold,114
Brakes,United Kingdom,Manufacturing,10/1/15,DIMAGO,Silver,108
Ball Bearings,Latin America,Consumer Products,1/1/15,Nisizu,Gold,12
Wiper Gears,Latin America,Consumer Products,7/1/15,BDINC,Silver,74
Ball Bearings,Latin America,Consumer Products,10/1/15,BDINC,Gold,90
Wiper Gears,Brazil,Consumer Products,10/1/15,Nokemi,Gold,8
Alternators,Latin America,Oil and Gas,4/1/15,Nisizu,Gold,11
Rotor Screws,Italy,Chemicals,7/1/15,Nisizu,Gold,15
Clutches,Italy,Chemicals,10/1/15,Nisizu,Silver,4
Ball Bearings,Italy,Chemicals,1/1/15,Nisizu,Gold,5
Alternators,Brazil,High Tech,1/1/15,Nokemi,Gold,0
Belt drives,United Kingdom,Manufacturing,4/1/15,Nokemi,Silver,6
Hybrid Motors,Western United States,Defense,7/1/15,Nokemi,Gold,3
Clutches,Middle East,Retail,4/1/15,Nisizu,Gold,10
Alternators,South East Asia,Media,10/1/15,Nokemi,Gold,18
Hybrid Motors,South East Asia,Media,1/1/15,Nokemi,Gold,16
Brake Pads,South East Asia,Media,4/1/15,Nokemi,Silver,1
Brake Pads,South East Asia,Media,1/1/15,BDINC,Gold,3
Hybrid Motors,Latin America,Consumer Products,7/1/15,BERLIN & DRIVE,Gold,102
Ball Bearings,Latin America,Consumer Products,10/1/15,BERLIN & DRIVE,Silver,119
Ball Bearings,Latin America,Automotive,7/1/15,Nokemi,Gold,8
Ball Bearings,Latin America,Automotive,7/1/15,Nisizu,Gold,100
Ball Bearings,Latin America,Automotive,10/1/15,Nisizu,Gold,93
Ball Bearings,Latin America,Automotive,1/1/15,Nisizu,Gold,84
Ball Bearings,Latin America,Automotive,4/1/15,Nisizu,Gold,105
Ball Bearings,Latin America,Automotive,7/1/15,Nisizu,Gold,119
Hybrid Motors,Brazil,Heavy Engineering,10/1/15,Nokemi,Gold,17
Brakes,Latin America,Manufacturing,1/1/15,Nokemi,Gold,9
Brakes,Germany,Media,4/1/15,Nokemi,Gold,6
Brakes,Germany,Media,7/1/15,Nokemi,Gold,11
Alternators,Japan,Automotive,10/1/15,Nokemi,Silver,16
Wheel Bearings,Germany,Heavy Engineering,1/1/15,Nokemi,Gold,105
Brakes,Japan,Retail,10/1/15,Nisizu,Gold,1
Ball Bearings,Japan,Retail,1/1/15,Nisizu,Gold,1
Wheel Bearings,Japan,Retail,4/1/15,Nokemi,Silver,9
Wiper Gears,United Kingdom,Public Sector,4/1/15,Nisizu,Gold,18
Wheel Bearings,India,Media,7/1/15,Nokemi,Gold,2
Brakes,Germany,Consumer Products,1/1/15,BERLIN & DRIVE,Silver,10
Hybrid Motors,Germany,Consumer Products,4/1/15,BERLIN & DRIVE,Silver,13
Ball Bearings,Germany,Consumer Products,7/1/15,BERLIN & DRIVE,Gold,4
Rotor Screws,Germany,Media,10/1/15,Nokemi,Gold,103
Wheel Bearings,Germany,Retail,1/1/15,Nokemi,Silver,105
Ball Bearings,Germany,Retail,10/1/15,BERLIN & DRIVE,Silver,105
Clutches,Germany,Retail,1/1/15,BERLIN & DRIVE,Silver,110
Planetary Gears,Germany,Retail,4/1/15,BERLIN & DRIVE,Gold,112
Clutches,Germany,Media,7/1/15,Nisizu,Silver,99
Lift Supports,Germany,Media,10/1/15,Nisizu,Gold,109
Lift Supports,Germany,Media,4/1/15,Nokemi,Gold,14
Clutches,Germany,Media,7/1/15,Nokemi,Gold,2
Ball Bearings,Germany,Manufacturing,7/1/15,BERLIN & DRIVE,Gold,12
Ball Bearings,Germany,Manufacturing,10/1/15,BERLIN & DRIVE,Silver,56
Wheel Bearings,South East Asia,Heavy Engineering,1/1/15,Nisizu,Gold,10
Ball Bearings,South East Asia,Heavy Engineering,4/1/15,Nisizu,Gold,0
Clutches,South East Asia,Heavy Engineering,7/1/15,Nisizu,Gold,92
Ball Bearings,South East Asia,Automotive,10/1/15,Nokemi,Gold,15
Ball Bearings,South East Asia,Automotive,1/1/15,Nokemi,Gold,12
Brakes,Italy,Industrial Machinery and Components,1/1/15,DIMAGO,Silver,21
Wheel Bearings,France,Media,4/1/15,Nokemi,Gold,10
Planetary Gears,Latin America,Defense,10/1/15,Nisizu,Silver,76
Brakes,Latin America,Defense,4/1/15,APPLIC IND,Gold,62
Wheel Bearings,Brazil,Public Sector,7/1/15,Nokemi,Gold,12
Brake Pads,South East Asia,Utilities,1/1/15,Nisizu,Gold,23
Planetary Gears,South East Asia,Utilities,4/1/15,Nisizu,Gold,3
Wheel Bearings,United Kingdom,Heavy Engineering,10/1/15,Nokemi,Gold,14
Ball Bearings,Africa,Oil and Gas,1/1/15,Nokemi,Gold,36
Clutches,Africa,Oil and Gas,4/1/15,Nokemi,Gold,25
Hybrid Motors,Latin America,Consumer Products,7/1/15,Nokemi,Gold,14
Wheel Bearings,South East Asia,Consumer Products,4/1/15,BDINC,Gold,2
Wiper Gears,South East Asia,Consumer Products,7/1/15,BDINC,Gold,10
Ball Bearings,South East Asia,Consumer Products,10/1/15,BDINC,Gold,6
Clutches,South East Asia,Consumer Products,1/1/15,BDINC,Gold,1
Planetary Gears,South East Asia,Consumer Products,4/1/15,BDINC,Gold,0
Ball Bearings,France,Trucking,7/1/15,Nisizu,Silver,11
Ball Bearings,France,Trucking,4/1/15,DIMAGO,Gold,0
Alternators,France,Trucking,7/1/15,BDINC,Gold,0
Ball Bearings,France,Trucking,10/1/15,BDINC,Gold,6
Wheel Bearings,France,Trucking,10/1/15,Nokemi,Silver,2
Wheel Bearings,France,Trucking,1/1/15,Nokemi,Gold,20
Alternators,France,Trucking,1/1/15,BDINC,Silver,23
Wheel Bearings,France,Trucking,7/1/15,APPLIC IND,Gold,16
Wheel Bearings,South East Asia,Defense,10/1/15,Nisizu,Gold,5
Rotor Screws,South East Asia,Defense,1/1/15,Nisizu,Gold,4
Lift Supports,South East Asia,Defense,4/1/15,Nisizu,Gold,11
Ball Bearings,South East Asia,Defense,7/1/15,Nisizu,Gold,15
Clutches,South East Asia,Defense,10/1/15,Nisizu,Gold,136
Planetary Gears,South East Asia,Defense,1/1/15,Nisizu,Silver,15
Wheel Bearings,South East Asia,Defense,4/1/15,Nisizu,Silver,93
Lift Supports,South East Asia,Defense,7/1/15,Nisizu,Gold,91
Clutches,South East Asia,Defense,10/1/15,Nisizu,Silver,78
Wheel Bearings,South East Asia,Defense,1/1/15,Nisizu,Gold,0
Lift Supports,South East Asia,Defense,4/1/15,Nisizu,Silver,1
Clutches,South East Asia,Defense,7/1/15,Nisizu,Gold,15
Ball Bearings,Germany,Manufacturing,4/1/15,Nokemi,Gold,10
Ball Bearings,India,Consumer Products,10/1/15,Nisizu,Gold,2
Wiper Gears,Germany,Retail,7/1/15,DIMAGO,Gold,12
Ball Bearings,Germany,Life Sciences,10/1/15,APPLIC IND,Gold,104
Brakes,Italy,High Tech,7/1/15,Nokemi,Silver,10
Ball Bearings,France,Manufacturing,1/1/15,Nisizu,Gold,120
Ball Bearings,France,Manufacturing,4/1/15,Nisizu,Gold,7
Rotor Screws,United Kingdom,Healthcare,7/1/15,Nisizu,Gold,106
Wheel Bearings,United Kingdom,Public Sector,10/1/15,Nokemi,Silver,15
Planetary Gears,United Kingdom,Public Sector,1/1/15,Nokemi,Silver,24
Wheel Bearings,United Kingdom,Public Sector,4/1/15,Nokemi,Gold,9
Wheel Bearings,United Kingdom,Healthcare,7/1/15,Nokemi,Gold,81
Wheel Bearings,Germany,Public Sector,10/1/15,Nokemi,Silver,24
Rotor Screws,United Kingdom,High Tech,10/1/15,Nisizu,Gold,0
Wheel Bearings,United Kingdom,Consumer Products,1/1/15,Nokemi,Gold,9
Wheel Bearings,United Kingdom,Healthcare,4/1/15,Nokemi,Gold,7
Ball Bearings,Germany,Manufacturing,1/1/15,Nisizu,Gold,44
Ball Bearings,Germany,Manufacturing,7/1/15,Nokemi,Gold,13
Wheel Bearings,South East Asia,Consumer Products,10/1/15,Nokemi,Silver,91
Clutches,South East Asia,Consumer Products,1/1/15,Nokemi,Gold,8
Planetary Gears,United Kingdom,Public Sector,4/1/15,Nokemi,Silver,18
Wheel Bearings,United Kingdom,Public Sector,7/1/15,Nokemi,Gold,10
Belt drives,Germany,Life Sciences,4/1/15,Nisizu,Gold,93
Belt drives,Germany,Life Sciences,7/1/15,Nisizu,Gold,101
Belt drives,Germany,Life Sciences,10/1/15,Nisizu,Silver,86
Hybrid Motors,United Kingdom,Manufacturing,10/1/15,Nokemi,Silver,4
Belt drives,United Kingdom,Consumer Products,1/1/15,Nisizu,Gold,15
Brake Pads,United Kingdom,Consumer Products,1/1/15,Nokemi,Gold,13
Alternators,United Kingdom,Media,4/1/15,Nisizu,Silver,3
Lift Supports,United Kingdom,Media,4/1/15,Nokemi,Silver,1
Brake Pads,Brazil,Consumer Products,7/1/15,Nisizu,Silver,10
Ball Bearings,Africa,Public Sector,10/1/15,Nisizu,Silver,7
Lift Supports,Africa,Public Sector,7/1/15,Nokemi,Silver,29
Planetary Gears,Africa,Public Sector,10/1/15,Nokemi,Silver,2
Planetary Gears,Africa,Public Sector,1/1/15,Nokemi,Silver,10
Lift Supports,Africa,Public Sector,1/1/15,Nisizu,Silver,4
Planetary Gears,Africa,Public Sector,4/1/15,Nisizu,Silver,12
Brake Pads,Africa,Public Sector,7/1/15,Nisizu,Gold,6
Wheel Bearings,Africa,Public Sector,4/1/15,Nokemi,Gold,1
Lift Supports,Africa,Public Sector,7/1/15,Nokemi,Gold,6
Wheel Bearings,Africa,Public Sector,10/1/15,Nokemi,Gold,99
Wiper Gears,Africa,Public Sector,1/1/15,Nokemi,Gold,104
Brake Pads,Africa,Public Sector,4/1/15,Nokemi,Gold,94
Hybrid Motors,Africa,Public Sector,7/1/15,Nokemi,Gold,117
Lift Supports,Africa,Public Sector,10/1/15,Nokemi,Silver,94
Ball Bearings,Africa,Public Sector,1/1/15,Nokemi,Gold,85
Clutches,Africa,Public Sector,4/1/15,Nokemi,Gold,102
Planetary Gears,Africa,Public Sector,7/1/15,Nokemi,Gold,86
Clutches,Africa,Media,10/1/15,Nisizu,Gold,99
Wheel Bearings,Brazil,Healthcare,4/1/15,BDINC,Silver,19
Hybrid Motors,France,Trucking,10/1/15,Nokemi,Gold,2
Wheel Bearings,France,Public Sector,10/1/15,DIMAGO,Gold,4
Wheel Bearings,France,Public Sector,1/1/15,Nokemi,Gold,5
Wheel Bearings,France,Public Sector,4/1/15,Nokemi,Gold,2
Wheel Bearings,France,Public Sector,7/1/15,Nokemi,Gold,19
Planetary Gears,France,Manufacturing,1/1/15,Nisizu,Gold,11
Belt drives,South East Asia,Defense,4/1/15,Nisizu,Gold,10
Alternators,France,Heavy Engineering,7/1/15,Nisizu,Gold,3
Alternators,France,Heavy Engineering,10/1/15,Nisizu,Gold,5
Wheel Bearings,France,Heavy Engineering,1/1/15,DIMAGO,Gold,112
Planetary Gears,Germany,Manufacturing,1/1/15,Nisizu,Silver,17
Brake Pads,France,Industrial Machinery and Components,10/1/15,Nokemi,Silver,9
Hybrid Motors,Latin America,Banking,1/1/15,Nokemi,Silver,81
Hybrid Motors,France,Utilities,4/1/15,Nisizu,Silver,12
Ball Bearings,France,Utilities,7/1/15,Nisizu,Gold,43
Wheel Bearings,France,Banking,4/1/15,Nokemi,Silver,9
Wheel Bearings,France,Banking,7/1/15,Nokemi,Gold,0
Wheel Bearings,France,Banking,4/1/15,DIMAGO,Gold,126
Rotor Screws,South East Asia,Defense,10/1/15,Nokemi,Gold,76
Brake Pads,Brazil,Industrial Machinery and Components,1/1/15,Nokemi,Gold,9
Brakes,Latin America,Banking,4/1/15,Nokemi,Silver,1
Brakes,Italy,Life Sciences,7/1/15,Nokemi,Gold,10
Ball Bearings,United Kingdom,High Tech,7/1/15,BDINC,Silver,112
Ball Bearings,United Kingdom,High Tech,10/1/15,Nokemi,Silver,12
Wheel Bearings,France,Manufacturing,1/1/15,Nokemi,Gold,24
Rotor Screws,Brazil,Public Sector,1/1/15,BERLIN & DRIVE,Gold,11
Rotor Screws,Brazil,Public Sector,4/1/15,Nokemi,Silver,1
Rotor Screws,Brazil,Public Sector,7/1/15,Nokemi,Silver,7
Belt drives,Germany,Utilities,10/1/15,Nisizu,Gold,89
Belt drives,Germany,Utilities,10/1/15,Nokemi,Gold,130
Ball Bearings,Germany,Utilities,10/1/15,BDINC,Gold,83
Wheel Bearings,United Kingdom,Defense,1/1/15,Nokemi,Gold,3
Ball Bearings,United Kingdom,Defense,1/1/15,Nisizu,Gold,12
Wiper Gears,United Kingdom,Defense,4/1/15,Nokemi,Gold,5
Ball Bearings,United Kingdom,Defense,4/1/15,Nisizu,Silver,5
Hybrid Motors,Germany,Industrial Machinery and Components,1/1/15,APPLIC IND,Silver,20
Wheel Bearings,Germany,Industrial Machinery and Components,7/1/15,Nisizu,Gold,9
Clutches,Germany,Industrial Machinery and Components,10/1/15,Nisizu,Gold,4
Wheel Bearings,Germany,Industrial Machinery and Components,1/1/15,Nisizu,Silver,81
Clutches,Germany,Industrial Machinery and Components,4/1/15,Nisizu,Silver,97
Brakes,Latin America,Banking,7/1/15,Nokemi,Silver,4
Brakes,Latin America,Banking,10/1/15,Nokemi,Gold,100
Brakes,Latin America,Banking,1/1/15,Nokemi,Silver,78
Ball Bearings,South East Asia,Wholesale Distribution,7/1/15,Nisizu,Gold,12
Planetary Gears,Germany,Wholesale Distribution,10/1/15,Nisizu,Gold,119
Ball Bearings,Germany,Wholesale Distribution,4/1/15,Nokemi,Gold,95
Clutches,Germany,Wholesale Distribution,7/1/15,Nokemi,Gold,114
Ball Bearings,Africa,Consumer Products,1/1/15,Nisizu,Gold,30
Hybrid Motors,Africa,Consumer Products,10/1/15,Nokemi,Gold,21
Brakes,Africa,Consumer Products,1/1/15,Nokemi,Gold,21
Rotor Screws,Africa,Consumer Products,4/1/15,Nokemi,Gold,2
Planetary Gears,Africa,Consumer Products,7/1/15,Nokemi,Silver,2
Brakes,Africa,Consumer Products,4/1/15,BERLIN & DRIVE,Silver,1
Rotor Screws,Africa,Consumer Products,7/1/15,BERLIN & DRIVE,Silver,9
Brakes,Africa,Consumer Products,10/1/15,BERLIN & DRIVE,Gold,101
